"date","number of sims","sample size","chooser","chooser_params","prior.i","prior.j","prior.k","prior.l","P(A is better than B)","P(Study direction is A is better than B)"
2024-07-23,100,16,"tw_foo",0.5,1,1,1,1,0.425742574257426,NA
2024-07-23,100,32,"tw_foo",0.5,1,1,1,1,0.425742574257426,0.463490099009901
2024-07-23,100,64,"tw_foo",0.5,1,1,1,1,0.425742574257426,0.471740924092409
2024-07-23,100,128,"tw_foo",0.5,1,1,1,1,0.425742574257426,0.471446251768034
2024-07-23,100,256,"tw_foo",0.5,1,1,1,1,0.425742574257426,0.46006600660066
2024-07-23,100,512,"tw_foo",0.5,1,1,1,1,0.425742574257426,0.451632864899393
2024-07-23,100,2,"balanced",NA,1,1,10,10,0.475247524752475,NA
2024-07-23,100,4,"balanced",NA,1,1,10,10,0.475247524752475,0.410891089108911
2024-07-23,100,8,"balanced",NA,1,1,10,10,0.475247524752475,0.450495049504951
2024-07-23,100,16,"balanced",NA,1,1,10,10,0.475247524752475,0.477369165487977
2024-07-23,100,32,"balanced",NA,1,1,10,10,0.475247524752475,0.48976897689769
2024-07-23,100,64,"balanced",NA,1,1,10,10,0.475247524752475,0.491216863621846
2024-07-23,100,128,"balanced",NA,1,1,10,10,0.475247524752475,0.494970925663995
2024-07-23,100,256,"balanced",NA,1,1,10,10,0.475247524752475,0.510017930926951
2024-07-23,100,512,"balanced",NA,1,1,10,10,0.475247524752475,0.511958842943118
2024-07-23,100,2,"DTL",2,1,1,10,10,0.514851485148515,NA
2024-07-23,100,4,"DTL",2,1,1,10,10,0.514851485148515,NA
2024-07-23,100,8,"DTL",2,1,1,10,10,0.514851485148515,0.450495049504951
2024-07-23,100,16,"DTL",2,1,1,10,10,0.514851485148515,0.448514851485149
2024-07-23,100,32,"DTL",2,1,1,10,10,0.514851485148515,0.460776846915461
2024-07-23,100,64,"DTL",2,1,1,10,10,0.514851485148515,0.471833390235575
2024-07-23,100,128,"DTL",2,1,1,10,10,0.514851485148515,0.476464859600714
2024-07-23,100,256,"DTL",2,1,1,10,10,0.514851485148515,0.48360396039604
2024-07-23,100,512,"DTL",2,1,1,10,10,0.514851485148515,0.497338864321215
2024-07-23,100,2,"DBCD",2,1,1,10,10,0.485148514851485,0.158415841584158
2024-07-23,100,4,"DBCD",2,1,1,10,10,0.485148514851485,0.250825082508251
2024-07-23,100,8,"DBCD",2,1,1,10,10,0.485148514851485,0.342291371994342
2024-07-23,100,16,"DBCD",2,1,1,10,10,0.485148514851485,0.417821782178218
2024-07-23,100,32,"DBCD",2,1,1,10,10,0.485148514851485,0.459278185883104
2024-07-23,100,64,"DBCD",2,1,1,10,10,0.485148514851485,0.476347634763476
2024-07-23,100,128,"DBCD",2,1,1,10,10,0.485148514851485,0.475715288064239
2024-07-23,100,256,"DBCD",2,1,1,10,10,0.485148514851485,0.477538342069501
2024-07-23,100,512,"DBCD",2,1,1,10,10,0.485148514851485,0.475247524752475
2024-07-23,100,2,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,4,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,8,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,16,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,32,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,64,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,128,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,256,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,512,"tw_foo",0.5,1,1,10,10,0.475247524752475,NA
2024-07-23,100,2,"balanced",NA,1,1,100,100,0.495049504950495,NA
2024-07-23,100,4,"balanced",NA,1,1,100,100,0.495049504950495,0.450495049504951
2024-07-23,100,8,"balanced",NA,1,1,100,100,0.495049504950495,0.462046204620462
2024-07-23,100,16,"balanced",NA,1,1,100,100,0.495049504950495,0.482319660537482
2024-07-23,100,32,"balanced",NA,1,1,100,100,0.495049504950495,0.498679867986799
2024-07-23,100,64,"balanced",NA,1,1,100,100,0.495049504950495,0.520600447141488
2024-07-23,100,128,"balanced",NA,1,1,100,100,0.495049504950495,0.524595316674525
2024-07-23,100,256,"balanced",NA,1,1,100,100,0.495049504950495,0.508575660715678
2024-07-23,100,512,"balanced",NA,1,1,100,100,0.495049504950495,0.49784507862551
2024-07-23,100,2,"DTL",2,1,1,100,100,0.465346534653465,NA
2024-07-23,100,4,"DTL",2,1,1,100,100,0.465346534653465,NA
2024-07-23,100,8,"DTL",2,1,1,100,100,0.465346534653465,0.47029702970297
2024-07-23,100,16,"DTL",2,1,1,100,100,0.465346534653465,0.467326732673267
2024-07-23,100,32,"DTL",2,1,1,100,100,0.465346534653465,0.475628332063976
2024-07-23,100,64,"DTL",2,1,1,100,100,0.465346534653465,0.49829293274155
2024-07-23,100,128,"DTL",2,1,1,100,100,0.465346534653465,0.503408537575069
2024-07-23,100,256,"DTL",2,1,1,100,100,0.465346534653465,0.500910891089109
2024-07-23,100,512,"DTL",2,1,1,100,100,0.465346534653465,0.499960865651782
2024-07-23,100,2,"DBCD",2,1,1,100,100,0.415841584158416,0.207920792079208
2024-07-23,100,4,"DBCD",2,1,1,100,100,0.415841584158416,0.283828382838284
2024-07-23,100,8,"DBCD",2,1,1,100,100,0.415841584158416,0.362093352192362
2024-07-23,100,16,"DBCD",2,1,1,100,100,0.415841584158416,0.415841584158416
2024-07-23,100,32,"DBCD",2,1,1,100,100,0.415841584158416,0.429575215586075
2024-07-23,100,64,"DBCD",2,1,1,100,100,0.415841584158416,0.448059091623448
2024-07-23,100,128,"DBCD",2,1,1,100,100,0.415841584158416,0.448896858189756
2024-07-23,100,256,"DBCD",2,1,1,100,100,0.415841584158416,0.448262473306154
2024-07-23,100,512,"DBCD",2,1,1,100,100,0.415841584158416,0.435721067214354
